px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.23729	-6.81043	-2.7005	-2.6464	-0.443975	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.462154
7.30649	-6.72664	-2.38225	-2.60331	-0.310559	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	6.28156
7.44115	-6.62555	-2.48127	-2.60428	-0.289646	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.426664
7.55533	-6.55205	-2.46852	-2.61392	-0.278978	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.0523558
7.6698	-6.48073	-2.46734	-2.62634	-0.275896	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.0272841
7.83036	-6.42242	-2.68386	-2.6832	-0.354638	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	2.3513
7.95868	-6.35633	-2.67747	-2.7006	-0.352616	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.022922
8.01321	-6.28275	-2.33818	-2.65638	-0.24047	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	5.04005
8.12578	-6.2043	-2.39105	-2.65396	-0.222934	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.226503
8.24804	-6.13441	-2.41323	-2.66095	-0.215525	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.121428
8.39543	-6.03637	-2.52656	-2.65321	-0.19	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.517986
8.49719	-5.96821	-2.46571	-2.64515	-0.159402	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.345215
8.62017	-5.88485	-2.53098	-2.63875	-0.141492	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.207265
8.75986	-5.82513	-2.67373	-2.66689	-0.180266	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.94133
8.90274	-5.72452	-2.7788	-2.6528	-0.151465	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.531827
8.9961	-5.64309	-2.56643	-2.61391	-0.0648062	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.37724
9.12717	-5.53745	-2.66572	-2.59276	-0.0350124	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.529022
9.21872	-5.43963	-2.48702	-2.54881	0.0439702	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	2.36889
9.34596	-5.3224	-2.57593	-2.52189	0.0728811	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.486533
9.43796	-5.22315	-2.4625	-2.48381	0.130572	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	1.18036
9.55146	-5.11069	-2.52373	-2.45903	0.150875	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.261695
9.66977	-5.03791	-2.64633	-2.48134	0.0958745	9.62802	-5.02338	9.65	-5	1.99604	0.998028	1.12943
9.76981	-4.95388	-2.6426	-2.47399	0.0984015	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.0272776
9.85265	-4.85756	-2.47107	-2.43249	0.164585	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.63697
9.95313	-4.76726	-2.47022	-2.42225	0.165799	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.00472627
10.0268	-4.66779	-2.31708	-2.37535	0.233749	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	1.69844
10.1318	-4.53536	-2.42062	-2.34023	0.260091	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.46358
10.2234	-4.43111	-2.43944	-2.32186	0.263777	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.142683
10.3264	-4.3048	-2.51444	-2.29564	0.278003	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.182415
10.4157	-4.2031	-2.5351	-2.27889	0.283563	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.248821
10.519	-4.05275	-2.67904	-2.24274	0.310145	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.695024
10.6423	-3.95065	-2.83749	-2.27623	0.22243	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.35374
10.7407	-3.80977	-2.91692	-2.25069	0.239349	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.256389
10.7575	-3.67344	-2.62834	-2.13509	0.42482	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	9.0749
10.8401	-3.51593	-2.74797	-2.09638	0.446023	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.486482
10.9534	-3.41629	-2.86937	-2.14909	0.308314	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	5.12562
11.0365	-3.27909	-2.91569	-2.12882	0.314249	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.0672258
11.0622	-3.14179	-2.74942	-2.04343	0.441004	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	4.38202
11.1328	-2.99058	-2.82751	-2.01387	0.450394	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.190717
11.127	-2.82003	-2.67437	-1.87828	0.655985	11.1386	-2.78926	11.15	-2.8	0	2.73104	10.9798
11.165	-2.67023	-2.69348	-1.83714	0.661474	11.141	-2.65084	11.15	-2.65	0	2.73102	0.0539357
11.1723	-2.50949	-2.69811	-1.75327	0.749193	11.1042	-2.54354	11.15	-2.55	0	1.81785	1.86704
11.1842	-2.40098	-2.58943	-1.71611	0.74497	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.317986
11.2743	-2.33786	-2.42142	-1.81926	0.478014	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	18.299
11.319	-2.15636	-2.6042	-1.79185	0.48009	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.8828
11.3297	-2.00772	-2.59906	-1.73532	0.53471	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.772617
11.3508	-1.86655	-2.59932	-1.70585	0.534779	11.3504	-1.8663	11.35	-1.85	0	1.81853	1.41596e-05
11.3657	-1.72142	-2.60828	-1.66996	0.547867	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0813541
11.3756	-1.56132	-2.65439	-1.63627	0.551605	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0782616
11.311	-1.39715	-2.71445	-1.49718	0.75139	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	8.87915
11.288	-1.24744	-2.71559	-1.44993	0.757476	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.109907
11.187	-1.04885	-3.02068	-1.29377	0.969626	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	10.6765
11.123	-0.905719	-2.98069	-1.2304	0.980789	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.288563
11.0545	-0.761681	-3.03037	-1.16573	1.00728	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.355218
10.9836	-0.630436	-3.01607	-1.10922	1.01408	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.0938842
10.8631	-0.467822	-3.28968	-1.00861	1.10884	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	3.55291
10.7679	-0.342277	-3.26426	-0.947479	1.11602	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.0515102
10.678	-0.219471	-3.11733	-0.898694	1.0886	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.596081
10.5642	-0.151561	-2.97425	-0.811991	1.12536	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.928011
10.4165	-0.0257955	-3.33191	-0.725718	1.19137	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	4.07697
10.2826	0.0372941	-3.24881	-0.641704	1.22328	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.547329
10.194	0.0867829	-2.83537	-0.58994	1.18941	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	3.89968
10.0679	0.0923783	-2.71859	-0.488021	1.24438	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.44425
9.93108	0.150932	-2.7884	-0.413007	1.25786	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.761922
9.7833	0.157084	-2.72871	-0.308669	1.30239	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.861432
9.62344	0.19782	-2.93877	-0.236453	1.31505	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	1.24215
9.47662	0.204281	-2.92193	-0.152662	1.33741	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.208548
9.37136	0.18908	-2.39395	-0.0605356	1.35424	9.22819	0.16178	9.35	0.15	-1.81963	0	5.87658
9.24119	0.176869	-2.38426	0.0259347	1.36935	9.24456	0.139817	9.25	0.15	-1.81962	0	0.0871252
9.08699	0.188136	-2.69311	0.0767684	1.34664	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.95641
8.95553	0.195341	-2.69266	0.125547	1.32414	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.194489
8.80967	0.187588	-2.81809	0.17694	1.30494	8.84168	0.257617	8.8	0.25	-2.99995	0	0.479465
8.6704	0.183116	-2.81684	0.220922	1.27886	8.65606	0.24536	8.65	0.25	-2.99994	0	0.251265
8.5233	0.161097	-2.88099	0.270978	1.26031	8.43549	0.247188	8.5	0.25	-2.99323	0	0.324931
8.38018	0.156609	-2.87252	0.300647	1.21937	8.34184	0.250769	8.35	0.25	-2.9932	0	0.630847
8.23881	0.120948	-2.81825	0.356172	1.20685	8.27073	0.243988	8.2	0.25	-2.73233	0	0.328425
8.08907	0.12255	-2.78514	0.370489	1.14443	8.03847	0.260731	8.05	0.25	-2.73234	0	1.3498
7.94432	0.0906885	-2.92166	0.399329	1.10596	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.907976
7.80071	0.0656282	-2.90784	0.423435	1.0684	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.678713
7.63177	0.0297277	-3.14141	0.434644	1.00774	7.46173	0.143776	7.6	0.15	-2.99599	0	2.41729
7.48796	0.0176796	-3.08301	0.438395	0.95208	7.45455	0.149294	7.45	0.15	-2.99596	0	1.16327
7.39276	-0.0451648	-2.63624	0.513767	0.998581	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.23039
7.27165	-0.0657358	-2.5637	0.527553	0.949824	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.939957
7.12092	-0.120164	-2.85021	0.539659	0.886842	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	3.44892
6.98051	-0.183337	-2.83605	0.570348	0.865174	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.284022
6.94536	-0.286099	-2.21057	0.696804	0.998941	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	11.3557
6.85448	-0.359662	-2.2005	0.746312	0.992629	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.0198815
6.68142	-0.422905	-2.86173	0.695535	0.819763	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	18.25
6.56914	-0.52335	-2.8807	0.739293	0.823083	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0368153
6.51822	-0.676743	-2.54544	0.884906	0.988826	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	7.08165
6.43528	-0.805863	-2.58146	0.952231	1.00415	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.149114
6.39651	-0.955067	-2.49106	1.07575	1.12462	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	2.96979
6.34061	-1.09347	-2.55777	1.14736	1.14203	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.303923
6.27393	-1.23168	-2.60629	1.20163	1.12522	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.40526
6.22439	-1.3918	-2.67727	1.27301	1.13486	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.240725
6.25909	-1.64707	-2.90199	1.50698	1.43143	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	16.068
6.27287	-1.7873	-2.8331	1.5916	1.43995	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.373076
6.27894	-1.90304	-2.72512	1.64976	1.41413	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.294631
6.30551	-2.0363	-2.71366	1.72783	1.42255	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.150287
6.32194	-2.14654	-2.48554	1.78124	1.36977	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.84907
6.35012	-2.29506	-2.53049	1.85102	1.36044	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.132042
6.40324	-2.46094	-2.70477	1.93315	1.37589	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.754223
6.45712	-2.6116	-2.73876	2.00267	1.36628	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.092854
6.47009	-2.67308	-2.07731	2.0379	1.27863	6.46538	-2.81029	6.45	-2.8	0	-2.72732	9.81565
6.50579	-2.81791	-2.17049	2.07749	1.23657	6.45762	-2.94003	6.45	-2.95	0	-2.7273	1.04898
6.56605	-2.97903	-2.48851	2.12535	1.22023	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	2.54504
6.61362	-3.1582	-2.60289	2.14142	1.15332	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	2.28523
6.67151	-3.29534	-2.52746	2.17527	1.11001	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.54426
6.7227	-3.47883	-2.63885	2.17613	1.03324	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.53587
6.77763	-3.60777	-2.49035	2.20057	0.986338	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.7604
6.82534	-3.78556	-2.58277	2.19085	0.907263	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.29229
6.87159	-3.90202	-2.36961	2.20728	0.860016	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	2.05734
6.91473	-4.07658	-2.45893	2.18738	0.778683	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.35943
6.94858	-4.17036	-2.18366	2.1961	0.734234	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	2.55672
6.9907	-4.31114	-2.25071	2.18457	0.676241	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.36641
7.08571	-4.45947	-2.73156	2.21381	0.682103	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	5.53876
7.15298	-4.61925	-2.79986	2.20487	0.629871	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.31087
7.20255	-4.71902	-2.53308	2.21237	0.593599	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.06879
7.26729	-4.85317	-2.57661	2.21295	0.55852	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.543513
7.33711	-4.97059	-2.49417	2.22729	0.537043	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.480743
7.39335	-5.12822	-2.54638	2.20697	0.478233	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	1.11942
7.50283	-5.28076	-3.06415	2.23301	0.491942	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	6.25368
7.57681	-5.44406	-3.11191	2.21738	0.444104	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.804469
7.62302	-5.543	-2.67744	2.21171	0.399839	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.88964
7.68445	-5.67597	-2.70079	2.20386	0.367029	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.319487
7.78126	-5.81662	-2.90795	2.22073	0.367357	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.20583
7.86237	-5.97491	-2.94225	2.21221	0.333304	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.394904
7.91143	-6.06765	-2.43187	2.21017	0.298979	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	5.57621
7.97542	-6.20061	-2.45745	2.20152	0.269565	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.270662
8.069	-6.32623	-2.61734	2.21774	0.273429	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.525789
8.15538	-6.44489	-2.62399	2.22968	0.26972	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.0112719
8.26711	-6.5829	-2.87155	2.24873	0.277989	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.27113
8.35506	-6.71853	-2.88112	2.24904	0.260489	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.0852233
8.43649	-6.83234	-2.68922	2.2537	0.245918	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.995515
8.50189	-6.97876	-2.70778	2.23128	0.203772	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.472015
8.58371	-7.1021	-2.67201	2.23194	0.190584	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.240005
8.63346	-7.26809	-2.7057	2.1884	0.127299	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.06604
8.71555	-7.39019	-2.78047	2.19159	0.124812	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.199162
8.78252	-7.51999	-2.79315	2.17951	0.103301	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.128775
8.85786	-7.64398	-2.73416	2.17684	0.0924008	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.203129
8.91321	-7.79837	-2.75407	2.14553	0.0497459	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.474429
8.98196	-7.92313	-2.67977	2.13889	0.037166	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.222081
9.02348	-8.0883	-2.71171	2.0946	-0.0169657	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.748731
9.09106	-8.21645	-2.68171	2.08883	-0.0233613	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0507315
9.15995	-8.34613	-2.68241	2.08426	-0.0271632	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0047722
9.23928	-8.48093	-2.9011	2.08932	-0.0142228	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.22952
9.28642	-8.62537	-2.91315	2.06306	-0.0439251	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.257107
9.34784	-8.75195	-2.89842	2.05671	-0.0489592	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.145271
9.39564	-8.90336	-2.92402	2.03001	-0.0773984	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.225687
9.43121	-9.01949	-2.53056	2.0018	-0.117884	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	3.99834
9.47418	-9.1535	-2.53443	1.98208	-0.133185	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.0870002
9.53116	-9.28854	-2.61569	1.97564	-0.129752	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.227569
9.57168	-9.43324	-2.62851	1.95233	-0.14839	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.0959289
9.63357	-9.58026	-2.72443	1.94803	-0.1414	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.311185
9.68013	-9.73086	-2.74169	1.93005	-0.153251	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0513913
9.74739	-9.88498	-2.93715	1.93285	-0.135282	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.30692
9.78274	-10.0333	-2.94957	1.9104	-0.153397	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.0956894
9.799	-10.1534	-2.57061	1.87262	-0.202436	9.75497	-10.1932	9.75	-10.2	0	-2.72857	3.5404
9.80783	-10.3167	-2.61038	1.82769	-0.241525	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.404124
9.85079	-10.4677	-2.75073	1.82206	-0.226755	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.547282
9.87713	-10.6247	-2.76844	1.79871	-0.239349	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0465955
9.88747	-10.7522	-2.5253	1.76346	-0.276247	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.49509
9.8891	-10.9085	-2.55954	1.72445	-0.303612	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.205146
9.90516	-11.0489	-2.55503	1.70385	-0.308557	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.033309
9.89253	-11.2119	-2.5993	1.65763	-0.342054	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.316225
9.91047	-11.3573	-2.71692	1.64928	-0.325857	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.414825
9.89911	-11.5165	-2.76621	1.61123	-0.351021	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.239153
9.87994	-11.6486	-2.52632	1.55989	-0.405278	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.04578
9.83296	-11.8189	-2.59943	1.49748	-0.45123	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.634552
9.80234	-11.9474	-2.4458	1.44745	-0.492795	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.888008
9.73964	-12.1112	-2.52742	1.38153	-0.536899	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.618416
9.67941	-12.2189	-2.2665	1.30288	-0.618219	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	2.75552
9.61438	-12.3476	-2.30482	1.24511	-0.644699	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.343883
9.52652	-12.4216	-1.9495	1.13066	-0.774657	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	6.47409
9.43948	-12.5354	-2.02311	1.05771	-0.808128	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.507529
9.3462	-12.6129	-1.82447	0.938161	-0.932574	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	5.32048
9.20885	-12.732	-2.00322	0.833283	-0.990654	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.7631
9.12556	-12.8113	-2.01366	0.773357	-0.996709	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.151224
8.97951	-12.9204	-2.18973	0.681899	-1.03458	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	1.18664
8.87386	-12.9918	-2.20527	0.617738	-1.0419	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.416201
8.69323	-13.1045	-2.44889	0.531227	-1.06904	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	1.63725
8.46418	-13.1425	-2.6657	0.303107	-1.34531	8.43462	-13.263	8.4	-13.15	-2.72644	0	12.9984
8.30585	-13.1798	-2.70332	0.220316	-1.35361	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.174158
8.12789	-13.1961	-2.88263	0.106916	-1.43054	8.10139	-13.1447	8.1	-13.15	-3.00083	0	1.31458
7.97853	-13.1991	-2.88798	0.0287921	-1.43698	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.12387
7.89623	-13.2206	-2.49383	0.0133415	-1.32046	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	4.86685
7.71899	-13.2385	-2.60772	-0.0483993	-1.30291	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.469113
7.53147	-13.2143	-2.88495	-0.148803	-1.36187	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	2.27852
7.3738	-13.1776	-2.88618	-0.229628	-1.36774	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.083387
7.26999	-13.1635	-2.52128	-0.272516	-1.30082	7.19553	-13.2012	7.2	-13.15	-2.73035	0	3.26736
7.10836	-13.1367	-2.5919	-0.328397	-1.28053	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.239536
6.98857	-13.1016	-2.45669	-0.386051	-1.25655	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.615253
6.79724	-13.0809	-2.59844	-0.412337	-1.20334	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.29621
6.73088	-13.0728	-1.97711	-0.439398	-1.12068	6.53838	-13.1322	6.55	-13.15	-1.81656	0	9.18626
6.5725	-13.063	-2.08849	-0.451495	-1.06253	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.32979
6.44944	-13.0053	-2.20044	-0.507517	-1.06283	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.498637
6.28159	-12.9737	-2.30845	-0.517389	-1.0057	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.26834
6.11778	-12.8654	-2.8157	-0.594946	-1.05338	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	5.46692
5.94488	-12.7984	-2.88812	-0.614155	-1.00793	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.656553
5.83446	-12.7443	-2.59564	-0.639877	-0.959661	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.19108
5.66094	-12.6892	-2.68174	-0.638876	-0.897495	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.06826
5.52565	-12.5877	-2.85982	-0.690437	-0.907526	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.804413
5.34578	-12.5107	-2.94553	-0.690412	-0.849513	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0.923433
5.22487	-12.4199	-2.86251	-0.72632	-0.833567	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.244603
5.08615	-12.3266	-2.89027	-0.751086	-0.809484	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.149271
4.98652	-12.2385	-2.8287	-0.785585	-0.801108	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.228214
4.88204	-12.1395	-2.83714	-0.820532	-0.795117	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0108128
4.81041	-12.0618	-2.55202	-0.853974	-0.779482	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	1.90003
4.74489	-11.9561	-2.53742	-0.907613	-0.796315	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0854443
4.62623	-11.8044	-3.03666	-0.950224	-0.807222	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.77154
4.54372	-11.6711	-3.04377	-0.996974	-0.814041	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.0772513
4.50199	-11.5886	-2.54879	-1.0385	-0.807447	4.53697	-11.5591	4.55	-11.55	0	1.99749	5.65387
4.47606	-11.467	-2.52138	-1.10913	-0.843301	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.395279
4.36937	-11.2775	-3.18938	-1.14351	-0.829434	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	9.52708
4.35397	-11.0955	-3.1731	-1.23665	-0.885434	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.82538
4.37706	-10.9975	-2.35976	-1.33232	-0.948736	4.39651	-10.8822	4.45	-10.95	0	1.81807	13.4297
4.38448	-10.8637	-2.35074	-1.4133	-0.982773	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.360718
4.36609	-10.7269	-2.46284	-1.4646	-0.977349	4.493	-10.7885	4.45	-10.7	0	2.72865	0.487231
4.38346	-10.58	-2.47784	-1.54404	-1.00682	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.259254
4.38359	-10.4355	-2.54199	-1.59839	-1.00342	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.129525
4.40941	-10.2834	-2.56865	-1.67094	-1.02286	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.149118
